repository,fix_sha,parent_sha,pr,named_transitions,eligible_files,content_id,reverse_patch_mode,disposition,d_class
BargLabs/alfred,ef1be4038c6b50c27ed2cc16991e544508b349d3,ebc38f70538e61d3af7f7e25229a2bfbe1f8dc4e,45,Check post-merge dedup:skipped->success; ci-full:skipped->success,apps/web/package.json; packages/api/package.json; packages/vertical-fintech/package.json; packages/vertical-fintech/tsconfig.json,01021e173a419e4334650ebd88ec4926447399546a630af40f0b8b1cc52a71cf,conflict,excluded: patch conflict at frozen tip,
BargLabs/alfred,f0a9dc9bc28fc1ee6784f558dcd87c59bc2c9a79,7d83bbf11124fc4dc62e9504d1b2d504476b92a3,203,Check post-merge dedup:skipped->success,.github/workflows/automerge-tier-green.yml; .github/workflows/ci-fast.yml; .github/workflows/ci-full.yml,12c4a196ea9cb82c05f1f356fd2714e7c63a06d2c82ade402ff60000ae2591cf,conflict,excluded: patch conflict at frozen tip,
BargLabs/alfred,f0f854627d877d6cbe70cc7dd6f3f96622319bb6,9a6f376916f7918e9446fa3635dd8eda0c4b2ca8,470,Committed board matches committed corpus:failure->success,.github/workflows/leaderboard-freshness.yml; packages/witan/package.json,f426070e62834eca6d95c85f4ba32e831e98c6749e31a54dc2bf3238f02f66f0,conflict,excluded: patch conflict at frozen tip,
BargLabs/alfred,f20373a881e1dcb84ec0302275161d12a02ddd1f,976bcb9325aa68c90720ed6ce3707c7018712f4b,462,Committed board matches committed corpus:cancelled->success,packages/witan-cli/package.json; packages/witan-cli/tsup.config.ts,8fc6e8a1dba69908640929d8699361776e96db5b9b9189b1f048366d68e8f5be,conflict,excluded: patch conflict at frozen tip,
BargLabs/alfred,f644be09bc0e49cb99199b7534b36e5fd2733917,f341199016f64b4b236df915aa95a4a994b8fffa,,Orchestrator preflight:failure->success,package.json; packages/edgar/package.json,63c93d020ca69170b2bee6413df7673514c99d21ecccac75b9276f4cb32bc866,three-way,excluded: fixed control red,
BargLabs/alfred,fe00049fa27132d2bed928e0ec047e241d46b81c,2e31cfd078b1828af5962d3c0533d5e455039da0,156,Check post-merge dedup:skipped->success; ci-full:skipped->success,.github/workflows/aelfric-central-site-sync.yml,63d82ce98af7bba6153f6503d9681fe2d2a7b8a0491e47d91afadb27523ccccb,conflict,excluded: patch conflict at frozen tip,
BargLabs/cejel,520011e12e75468de423b453621298e28df359e1,12bf95c72ab6511aa0cafcd8329021d303ceb47d,16,publish-oci:cancelled->success,.github/workflows/publish-distribution.yml,b3a42f7ae91c33b57f5571d2669fa8a622b725a4aca4f9d16b10db2c919607c6,direct,B2,Outside D1-D8
BargLabs/cejel,7f77253ed458fc68b9cb9b755e28438d5d3fe820,c387b0b8296c53be8b42d40a3d6521bf2a7da25b,23,build-test:failure->success,.github/workflows/llm-calibration.yml; calibration/llm/fixtures/free-core-parity/package.json,d37412ad1c115a6ef8bfdd462a49c78f809a3075f60ebf974ef18a5bdadd53fc,conflict,excluded: patch conflict at frozen tip,
BargLabs/edwy,915a9ad21beaf087c90ae241684816b8ed26053e,69bca933ef0b7880c004e93ba42fc04d955717b8,163,preflight:failure->success,.github/workflows/edgar-tier-d-cost-monitor.yml,b13043a4461956fd461cc3a3e8b75315fd309278333c56fbe2f436808df18779,direct,excluded: patch review found no causal defect for the named transition,
BargStudio/egbert,006566093a743bc58e054e6e347f49175209831b,8396d1133d54f111cb479efe305e87c1a4f5fc16,,Systemd unit verify:failure->success,.github/workflows/test.yml,d6b596201bdcebf9e0785710032edaac352384c00fc872be7a814f5a54e9e1ca,conflict,excluded: patch conflict at frozen tip,
BargStudio/egbert,03d90af5e519147ccc609613f1ce1611db54442b,4dfa2125d6b8626778fafef9bee86e990f186059,,Lint:failure->success; systemd-verify:failure->success,.github/workflows/pytest-on-push.yml; egbert_core/pyproject.toml,89f4a81be4b202efcd52277b86750eb0264abec85f209280e1450f083ca0e145,conflict,excluded: patch conflict at frozen tip,
BargStudio/egbert,064e6d5aba064de598e46caf37561f8fe1b6e199,e971c30d6563f10d5f0c5100d1e1167f9094c750,821,Artifact Verify:skipped->success; Capability matrix parity:skipped->success; CI Full passed:failure->success; Cockpit Build:skipped->success; Cockpit E2E:skipped->success; Cockpit Lint:skipped->success; Cockpit Typecheck:skipped->success; Detect changed paths:skipped->success; Docs lint:skipped->success; Egbert Core:skipped->success; Egbert Core Audit:skipped->success; Egbert Core Mainline:skipped->success; Egbert Core Postgres:skipped->success; Equities Regression Gate:skipped->success; Fast lint:skipped->success; Mobile Audit:skipped->success; OANDA bare-var guard:skipped->success; Prepare sanitized Cowork-Claude review packet:skipped->success; Storage parity lint:skipped->success; Systemd unit verify:skipped->success; Type check:skipped->success; Walk-Forward Gate:skipped->success,.github/workflows/ci-fast-regression-monitor.yml; .github/workflows/cowork-claude-pr-review.yml,52062bb618ff2b730fb97da2cee5c6fd4d01112e24817de5bdd7f4436028a0f8,conflict,excluded: patch conflict at frozen tip,
BargStudio/egbert,07515fc6483527bf6674c36045a6b35a2113ecb2,a9e59527ba4e878605b92ad63a32d6d565b133b1,974,All checks passed:failure->success; Artifact Verify:skipped->success; Capability matrix parity:skipped->success; CI Full passed:failure->success; Cockpit Build:skipped->success; Cockpit E2E:skipped->success; Cockpit Lint:skipped->success; Cockpit Typecheck:skipped->success; Detect changed paths:cancelled->success; Docs lint:skipped->success; Egbert Core:skipped->success; Egbert Core Audit:skipped->success; Egbert Core Mainline:skipped->success; Egbert Core Postgres:skipped->success; Equities Regression Gate:skipped->success; Fast lint:skipped->success; Mobile Audit:skipped->success; OANDA bare-var guard:skipped->success; Storage parity lint:skipped->success; Systemd unit verify:skipped->success; Type check:skipped->success; Walk-Forward Gate:skipped->success,.github/workflows/auto-merge.yml,8f21db8eac206c1be875f66760d119d0848c4ce848e822c5ad02598bffcc78cc,direct,excluded: patch review found no causal defect for the named transition,
BargStudio/egbert,088ff496c56069243547cddd83836989dda9fc6b,214c867777ed7e062cd5d3ce2ee25c46200443cb,,Check changed paths:skipped->success; Egbert Core:failure->success,.github/workflows/test.yml,2ff43e621f3b9d74795fb47a315ceb164402a6fac5fd82fa034940c08bb9529c,conflict,excluded: patch conflict at frozen tip,
BargStudio/egbert,0cabc9ca3f26189201328bee8b77fe1bd9de83a2,fdccaf2899769315e3b30d9782c679af97c563a9,739,All checks passed:failure->success; Egbert Core:cancelled->success,.github/workflows/test.yml,e34b1816862299d6992b84f02019a59c10d7ddbab525d9efeab34a3ec9e69dea,conflict,excluded: patch conflict at frozen tip,
BargStudio/egbert,0cfdca8a52bf6bed76bd07689f88c3a80928322b,92365ab987fdb1210f87c4ef0da26f70e620d024,825,All checks passed:failure->success; CI Full passed:failure->success; Detect changed paths:cancelled->success; Egbert Core:failure->success; Egbert Core Mainline:failure->success; Prepare sanitized Cowork-Claude review packet:skipped->success,.github/workflows/ci-full.yml; .github/workflows/ci-nightly-drift.yml; .github/workflows/ci-post-merge-smoke.yml,559952634a00f7cc1b5da75238a2e2d52da60f39f243eee0c92ec540a2d353fe,conflict,excluded: patch conflict at frozen tip,
BargStudio/egbert,0e855e89b919f763a964da73814a40415704d2d8,0c631e514236a173bfe1d78d3476ae01b8b3d8b0,463,Egbert Core:failure->success,.github/workflows/test.yml,448e4c13977f6d66ada4b118ae748e3a47ea23601fdf35c67983668fc4fbfefd,conflict,excluded: patch conflict at frozen tip,
BargStudio/egbert,13d9d0e400340c72793b9e5e21d2919ab39f0630,1e520d00d0207e8722f5d3bf8cab316ef57fd0b6,,Deploy core to Vultr:failure->success,.github/workflows/deploy-egbert.yml,d887c89ea460f67d4b92dfe6838227bd5215e641485eb8bbbba35af64f5a0a00,direct,B2,D7
BargStudio/egbert,143b8b28f5fc628620596c856d70b18996d26e81,3a1786a2f5793a6c063f8363a5ae9e89c562a3f2,1344,CI Full passed:failure->success; Cockpit E2E:cancelled->success; Cockpit Lint:cancelled->success; Egbert Core:cancelled->success; Egbert Core Docker Image:cancelled->success; Egbert Core Mainline:cancelled->success; Egbert Core Postgres:cancelled->success; Mobile Audit:cancelled->success; Secret scan:cancelled->success; Type check:cancelled->success,.github/workflows/ci-fast.yml; .github/workflows/publish-ui-kit.yml; packages/egbert-ui-design-system/package.json,ecdc6bc81ebac75e7b591f2c84370fcad65c18b437b3fa2dc17136e8d82d57d0,direct,excluded: patch review found no causal defect for the named transition,
BargStudio/egbert,15776b8e2b3090a87672b48bb2a9b071018e5a8a,f616327b3a10257a33987c9c556492bd2bf34302,,Check changed paths:skipped->success; Egbert Core:failure->success,.github/workflows/test.yml; egbert_core/pyproject.toml,f465d330c2eaa261add03cc89c638a1077da276a67f402f370931cf562dc0f0d,conflict,excluded: patch conflict at frozen tip,
BargStudio/egbert,17bebcaa3e9f30e5c107b3c98aa2e81ad1d48999,fc0faeddb79b5b368d6653f8711523c605af4018,276,Egbert Core Audit:failure->success,.github/workflows/test.yml,d6137e3181bb3a114ccfe41a0cc5e3dc1884f74c3209a9aa3f0d946a176986aa,conflict,excluded: patch conflict at frozen tip,
BargStudio/egbert,1e850c636434b7c62a8633d8aaff560cac249492,cc4941ddae1271c220bb4dfcee68859db29d16d1,796,CI Full passed:failure->success; Prepare sanitized Cowork-Claude review packet:skipped->success,Makefile,0ba56ead7b5896fd88475e90f0a20e4c2e09a4d0f5dcd053d9b58bfb0a6047bb,direct,excluded: patch review found no causal defect for the named transition,
BargStudio/egbert,2d19b3150e8fdb890fea6c765cc4921c987bcd41,16d805ff8c4128a03f193b802aef21cc1e55ab5d,1291,Artifact Verify:skipped->success; Barg Trading Risk Package:skipped->success; Capability matrix parity:skipped->success; CI Full passed:failure->success; Cockpit Build:skipped->success; Cockpit E2E:skipped->success; Cockpit Lint:skipped->success; Cockpit Typecheck:skipped->success; Detect changed paths:skipped->success; Docs lint:skipped->success; Egbert Core:skipped->success; Egbert Core Audit:skipped->success; Egbert Core Docker Image:skipped->success; Egbert Core Governance Boundary:skipped->success; Egbert Core Mainline:skipped->success; Egbert Core Postgres:skipped->success; Equities Regression Gate:skipped->success; Fast lint:skipped->success; Import boundary guard:skipped->success; Mobile Audit:skipped->success; OANDA bare-var guard:skipped->success; Secret scan:cancelled->success; Storage parity lint:skipped->success; Systemd unit verify:skipped->success; Type check:skipped->success; Verify pre-commit was run:failure->success; Walk-Forward Gate:skipped->success,.github/workflows/ci-fast.yml; .github/workflows/ci-full.yml; .github/workflows/ci-post-merge-smoke.yml; .github/workflows/ci-refactor-snapshot.yml; .github/workflows/deploy-egbert.yml; .github/workflows/nightly-coverage.yml; .github/workflows/test.yml; egbert_core/Dockerfile; egbert_core/pyproject.toml; packages/barg-trading-risk/pyproject.toml,339854d3de3a298915a684d38e9a75414a43994273e1bc06f24c4e6430bf3074,conflict,excluded: patch conflict at frozen tip,
BargStudio/egbert,2f55d1f26a14f5e2f678f73b23195fe1004309a7,6efe5e3415def45c2de1c8dedd4b84c4da973857,575,Egbert Core:skipped->success; Egbert Core Mainline:failure->success; Fast lint:failure->success; Secret scan:failure->success,.github/workflows/test.yml,2a4e78407111269b8d818f5502338e24ea84a96023ad61ef906be1d28bcb4064,conflict,excluded: patch conflict at frozen tip,
BargStudio/egbert,360470f489ba3720a5986c57cb28de54c237fba4,f4c5f2fdabaff62428a098862c11f73c37e49d3f,498,Egbert Core:skipped->success,.github/workflows/deploy-cockpit.yml; .github/workflows/deploy-egbert.yml; .github/workflows/test.yml,e9cbf4b272a4604f0a161cd52d5cfe74b45609f72cf4d5719807638b4f919b89,conflict,excluded: patch conflict at frozen tip,
BargStudio/egbert,3e3ead1116356d7f35a883de7220b601b9513d30,18e9c5aa562c341dce004096d36fe33ee075233c,1352,Artifact Verify:skipped->success; Barg Trading Risk Package:skipped->success; Capability matrix parity:skipped->success; CI Full passed:failure->success; Cockpit Build:skipped->success; Cockpit E2E:skipped->success; Cockpit Lint:skipped->success; Cockpit Typecheck:skipped->success; Detect changed paths:skipped->success; Docs lint:skipped->success; Egbert Core:skipped->success; Egbert Core Audit:skipped->success; Egbert Core Docker Image:skipped->success; Egbert Core Governance Boundary:skipped->success; Egbert Core Mainline:skipped->success; Egbert Core Postgres:skipped->success; Equities Regression Gate:skipped->success; Fast lint:skipped->success; Import boundary guard:cancelled->success; Mobile Audit:skipped->success; OANDA bare-var guard:skipped->success; Resolve post-merge dedup:cancelled->success; Secret scan:cancelled->success; Storage parity lint:skipped->success; Systemd unit verify:skipped->success; Type check:skipped->success; Verify pre-commit was run:cancelled->success; Verify ready-for-merge label:cancelled->success; Walk-Forward Gate:skipped->success,.github/workflows/deploy-cockpit.yml,588fdb561ea1625e4bed95f701fb03a0b8c1c9d1e55d73f6d9f46ef0011070d8,direct,excluded: patch review found no causal defect for the named transition,
BargStudio/egbert,4083c2ff51572074df3635261e6622e6d1507d20,6146cf290b298ae721d4e84b412e5abe56889278,999,Artifact Verify:skipped->success; Capability matrix parity:skipped->success; CI Full passed:failure->success; Cockpit Build:skipped->success; Cockpit E2E:skipped->success; Cockpit Lint:skipped->success; Cockpit Typecheck:skipped->success; Detect changed paths:skipped->success; Docs lint:skipped->success; Egbert Core:skipped->success; Egbert Core Audit:skipped->success; Egbert Core Mainline:skipped->success; Egbert Core Postgres:skipped->success; Equities Regression Gate:skipped->success; Fast lint:skipped->success; Mobile Audit:skipped->success; OANDA bare-var guard:skipped->success; Storage parity lint:skipped->success; Systemd unit verify:skipped->success; Type check:skipped->success; Walk-Forward Gate:skipped->success,.github/workflows/ci-nightly-drift.yml,bf36646c347766594e1275bf15b1b6024740bf904ff766083c056d2bdd780494,conflict,excluded: patch conflict at frozen tip,
BargStudio/egbert,43cc7273010709322b3d67e7d1d751da03fa03f5,198b6c366eb77c464bc9e89ec172103128925dc2,,Check changed paths:skipped->success,.github/workflows/test.yml,26e4bc5ad6c21b16189dd3b77403988bd64a656c3a0d9b997ae79e53bf1d3480,conflict,excluded: patch conflict at frozen tip,
BargStudio/egbert,44861453723d520b11f1875e58143bde8cb45470,dab0a002f672125a9564bc91f05383a85dcbf7a2,645,Egbert Core Mainline:failure->success; Type check:failure->success,.github/workflows/test.yml,de6795a25a22390f2bc7203a1f60935ac95d3704dee859e847ed43aa49137874,three-way,excluded: patch review found no causal defect for the named transition,
BargStudio/egbert,4503e047f3e93ab491a0deff595cc51d185d9741,9ca2ba9d8508a4c10cac2407c89209a66ca77de0,1288,Artifact Verify:skipped->success; Capability matrix parity:skipped->success; CI Full passed:failure->success; Cockpit Build:skipped->success; Cockpit E2E:skipped->success; Cockpit Lint:skipped->success; Cockpit Typecheck:skipped->success; Detect changed paths:skipped->success; Docs lint:skipped->success; Egbert Core:skipped->success; Egbert Core Audit:skipped->success; Egbert Core Governance Boundary:skipped->success; Egbert Core Mainline:skipped->success; Egbert Core Postgres:skipped->success; Equities Regression Gate:skipped->success; Fast lint:skipped->success; Mobile Audit:skipped->success; OANDA bare-var guard:skipped->success; Resolve post-merge dedup:cancelled->success; Secret scan:cancelled->success; Storage parity lint:skipped->success; Systemd unit verify:skipped->success; Type check:skipped->success; Verify pre-commit was run:cancelled->success; Verify ready-for-merge label:cancelled->success; Walk-Forward Gate:skipped->success,.github/workflows/ci-full.yml; .github/workflows/test.yml,b46da994b6bef07b543720ebd46ecb7b0e9d46d4e1332548bfca608910a0e4df,conflict,excluded: patch conflict at frozen tip,
BargStudio/egbert,4ab40443fdc36f71b21c6d962d086b71b411b529,9c8870692cbaa113170129aaccecd29051fe67a9,,Check changed paths:skipped->success; Deploy to Vultr:skipped->success,egbert_core/pyproject.toml,c3de0f95705d6bd5cb91c5ca01a9c94f773abd71533c6120097b12737d90d211,conflict,excluded: patch conflict at frozen tip,
BargStudio/egbert,4dfa2125d6b8626778fafef9bee86e990f186059,6e9c3fda1284944df0df70dca9f042d696056e5c,,pytest-smoke:failure->success,.github/workflows/deploy-forex.yml; .github/workflows/deploy-polymarket.yml; .github/workflows/ml-script-smoke.yml; .github/workflows/pytest-on-push.yml; .github/workflows/test.yml,de7acf0f6a5d8f728d050b5e1cb92712bac288ea851aa9274f807b9cafb95167,conflict,excluded: patch conflict at frozen tip,
BargStudio/egbert,527315c0dffc97ae4c9de4cb20f16bb190988651,7c6c81fcc6bcd55aeb1b1a8e97b61c375cde272b,1060,Artifact Verify:skipped->success; Auto-merge GREEN PR:failure->success; Capability matrix parity:skipped->success; Cockpit Build:skipped->success; Cockpit E2E:skipped->success; Cockpit Lint:skipped->success; Cockpit Typecheck:skipped->success; Detect changed paths:failure->success; Docs lint:skipped->success; Egbert Core:skipped->success; Egbert Core Audit:skipped->success; Egbert Core Mainline:skipped->success; Egbert Core Postgres:skipped->success; Equities Regression Gate:skipped->success; Fast lint:skipped->success; OANDA bare-var guard:skipped->success; Resolve post-merge dedup:failure->success; Secret scan:failure->success; Storage parity lint:skipped->success; Systemd unit verify:skipped->success; Type check:skipped->success; Verify pre-commit was run:failure->success; Verify ready-for-merge label:skipped->success; Walk-Forward Gate:skipped->success,mobile/package.json,890f47e2341d1338e608dee8299b16981ff937e4804667d3670bd74205fa1067,conflict,excluded: patch conflict at frozen tip,
BargStudio/egbert,5656e0147182397641b4a618ace0a352a89c3268,cf21673b11c84c2d54cc726ac08cc84d6013f94e,,Build & Deploy Cockpit:skipped->success; Check changed paths:skipped->success; CI Full passed:failure->success; Deploy core to Vultr:skipped->success; Egbert Core:failure->success; Egbert Core Coverage:failure->success; Egbert Core Mainline:failure->success; Fast lint:failure->success; Verify pre-commit was run:failure->success,.github/workflows/ci-full.yml; .github/workflows/test.yml,cde35127708bb2cfd594d78d9d4bab7f7731455b2b9b6ed49c9168acae5e51ae,direct,excluded: patch review found no causal defect for the named transition,
BargStudio/egbert,5a21d5b9aed72b839cf9bb012d1a778046230278,fa65877c39cd51ef36ac3b22e8782857800edc87,1459,Artifact Verify:cancelled->success; Barg Trading Risk Package:cancelled->success; Capability matrix parity:cancelled->success; CI Full passed:failure->success; Cockpit Build:cancelled->success; Cockpit E2E:cancelled->success; Cockpit Lint:cancelled->success; Cockpit Typecheck:cancelled->success; Detect changed paths:cancelled->success; Docs lint:cancelled->success; Egbert Core:cancelled->success; Egbert Core Audit:cancelled->success; Egbert Core Docker Image:cancelled->success; Egbert Core Governance Boundary:cancelled->success; Egbert Core Mainline:cancelled->success; Egbert Core Postgres:cancelled->success; Equities Regression Gate:cancelled->success; Fast lint:cancelled->success; Import boundary guard:cancelled->success; Mobile Audit:cancelled->success; OANDA bare-var guard:cancelled->success; Resolve post-merge dedup:cancelled->success; Secret scan:cancelled->success; Storage parity lint:cancelled->success; Systemd unit verify:cancelled->success; Type check:cancelled->success; Verify pre-commit was run:cancelled->success; Verify ready-for-merge label:cancelled->success; Walk-Forward Gate:cancelled->success,.github/workflows/deploy-cockpit.yml,2b92f57473d7ab5f505752d56d26f369d257741d61bf752b682d469e7afb9bee,direct,excluded: patch review found no causal defect for the named transition,
BargStudio/egbert,70d338ad259db03e3d7b3e8faa8fc77ec1ae1a3b,fac3b02395aaf96d424f3fb200b8a95390ed7479,839,Artifact Verify:skipped->success; Capability matrix parity:skipped->success; CI Full passed:failure->success; Cockpit Build:skipped->success; Cockpit E2E:skipped->success; Cockpit Lint:skipped->success; Cockpit Typecheck:skipped->success; Detect changed paths:cancelled->success; Docs lint:skipped->success; Egbert Core:skipped->success; Egbert Core Audit:skipped->success; Egbert Core Mainline:skipped->success; Egbert Core Postgres:skipped->success; Equities Regression Gate:skipped->success; Fast lint:skipped->success; Mobile Audit:skipped->success; OANDA bare-var guard:skipped->success; Storage parity lint:skipped->success; Systemd unit verify:skipped->success; Type check:skipped->success; Walk-Forward Gate:skipped->success,.github/workflows/auto-merge.yml; .github/workflows/cowork-claude-pr-review.yml,f5f2fcb44e0b4f3018a9780622d63bb14f73d0c0fc1e413ecf165775b15f6fc7,three-way,excluded: patch review found no causal defect for the named transition,
BargStudio/egbert,74db2546f12e0489daafa2669e33c2713be70a4a,1c9cc6cd7e786cc933427afd76a69d844e2aa327,505,Egbert Core:failure->success,.github/workflows/test.yml; egbert_core/pyproject.toml,b899aead3447de043b8bf2c77664d1136e6595d8e4e49e66f57f5ecf9218af86,conflict,excluded: patch conflict at frozen tip,
BargStudio/egbert,7a1117d1569de64ec00a41fab513443edd973aa6,f2d859122d50aa3f1cff0c86f97ef217bd3b19e7,583,All checks passed:failure->success; Detect changed paths:failure->success; Walk-Forward Gate:skipped->success,.github/workflows/test.yml,0f00453ee85c2405fbdd49e49d415d4f41cfe2244f2fec3cf2c17415d77014ec,conflict,excluded: patch conflict at frozen tip,
BargStudio/egbert,7c6c81fcc6bcd55aeb1b1a8e97b61c375cde272b,0d883832d02d26bf2fdf26bc2ef861344c700a98,1092,Artifact Verify:skipped->success; Capability matrix parity:skipped->success; CI Full passed:failure->success; Cockpit Build:skipped->success; Cockpit E2E:skipped->success; Cockpit Lint:skipped->success; Cockpit Typecheck:skipped->success; Detect changed paths:cancelled->success; Docs lint:skipped->success; Egbert Core:skipped->success; Egbert Core Audit:skipped->success; Egbert Core Mainline:skipped->success; Egbert Core Postgres:skipped->success; Equities Regression Gate:skipped->success; Fast lint:skipped->success; Mobile Audit:skipped->success; OANDA bare-var guard:skipped->success; Storage parity lint:skipped->success; Systemd unit verify:skipped->success; Type check:skipped->success; Walk-Forward Gate:skipped->success,egbert-ui/tailwind.config.js,f0f468e989ec17247511aad566d5b7a536e554da3370d61cad1532cc2d80cce8,direct,excluded: patch review found no causal defect for the named transition,
BargStudio/egbert,7cb0308d5b9f28437e4d19723677623d71c53c9d,cd3d92f5a1381529358836c4941bea9308b57cb6,,Deploy to Vultr:skipped->success,.github/workflows/deploy-egbert.yml; .github/workflows/pytest-on-push.yml; .github/workflows/test.yml,4b75d6d9850ed3e2525a07a95e3e76cdb726b0694d87ef3baf472712c7cb74e9,conflict,excluded: patch conflict at frozen tip,
BargStudio/egbert,7d34f89c4bae1156b5ee041526baaa8267f09fb0,1e850c636434b7c62a8633d8aaff560cac249492,805,All checks passed:failure->success; Artifact Verify:skipped->success; Capability matrix parity:skipped->success; CI Full passed:failure->success; Cockpit Build:skipped->success; Cockpit E2E:skipped->success; Cockpit Lint:skipped->success; Cockpit Typecheck:skipped->success; Detect changed paths:cancelled->success; Docs lint:skipped->success; Egbert Core:skipped->success; Egbert Core Audit:skipped->success; Egbert Core Mainline:skipped->success; Egbert Core Postgres:skipped->success; Equities Regression Gate:skipped->success; Fast lint:skipped->success; Mobile Audit:skipped->success; OANDA bare-var guard:skipped->success; Storage parity lint:skipped->success; Systemd unit verify:skipped->success; Type check:skipped->success; Walk-Forward Gate:skipped->success,.github/workflows/ci-fast.yml,355eebd1f59d0f8efe8b71eff05fc77f88287a70e64ef3c6cb8a1dfc18760529,conflict,excluded: patch conflict at frozen tip,
BargStudio/egbert,7d552685e6f11de5d8482005e881724bc1778042,3726b5288b7c06c0255e0c4a490ffdaa5ff37118,778,Artifact Verify:skipped->success; Capability matrix parity:skipped->success; CI Full passed:failure->success; Cockpit Build:skipped->success; Cockpit E2E:skipped->success; Cockpit Lint:skipped->success; Cockpit Typecheck:skipped->success; Detect changed paths:skipped->success; Docs lint:skipped->success; Egbert Core:skipped->success; Egbert Core Audit:skipped->success; Egbert Core Mainline:skipped->success; Egbert Core Postgres:skipped->success; Equities Regression Gate:skipped->success; Fast lint:skipped->success; Mobile Audit:skipped->success; OANDA bare-var guard:skipped->success; Storage parity lint:skipped->success; Systemd unit verify:skipped->success; Type check:skipped->success; Walk-Forward Gate:skipped->success,.github/workflows/ci-fast.yml; .github/workflows/ci-full.yml; egbert-ui/package.json,a72103dab4b059bd28b35d41106fa0f108fc9c3bcdcaf73e3d2d109ae851bbd0,conflict,excluded: patch conflict at frozen tip,
BargStudio/egbert,7dbf749f8f65cb1decad9f9b9aa89decaec22844,5fef4025365f8ce6261988d9df8ecd37bfdd691c,,Check changed paths:failure->success,.github/workflows/deploy-cockpit.yml; .github/workflows/deploy-egbert.yml,5e997e5da1222ca656a0bc849819f28222a024fd512131ca0c8795f82e28b1de,conflict,excluded: patch conflict at frozen tip,
BargStudio/egbert,831db5ff6a48bd17306e0211d2dfffef80a4dda1,8c2d6569a0031068d5cb859d7607b631417e3406,804,All checks passed:failure->success; Artifact Verify:skipped->success; Capability matrix parity:skipped->success; CI Full passed:failure->success; Cockpit Build:skipped->success; Cockpit E2E:skipped->success; Cockpit Lint:skipped->success; Cockpit Typecheck:skipped->success; Detect changed paths:skipped->success; Docs lint:skipped->success; Egbert Core:skipped->success; Egbert Core Audit:skipped->success; Egbert Core Mainline:skipped->success; Egbert Core Postgres:skipped->success; Equities Regression Gate:skipped->success; Fast lint:skipped->success; Mobile Audit:skipped->success; OANDA bare-var guard:skipped->success; Storage parity lint:skipped->success; Systemd unit verify:skipped->success; Type check:skipped->success; Walk-Forward Gate:skipped->success,.github/workflows/ci-fast-regression-monitor.yml; .github/workflows/ci-fast.yml; egbert_core/pyproject.toml,91a1850c28379e70a119a070681268eb01c4fd4882e32e8dab50073253bf6baa,conflict,excluded: patch conflict at frozen tip,
BargStudio/egbert,8d89230a88cd97d4d32147708663abb1fcd4d4eb,ad2c449c2a2cf71c28271928b14e51744b6aa2d4,,Build & Deploy Cockpit:skipped->success; Check changed paths:skipped->success; Cockpit Typecheck:failure->success; Deploy cockpit to Vultr:skipped->success,egbert-ui/package.json,3e778018b13dcb57820e6f722aab5b24261c20e9726eed733f7876f64b0fe926,conflict,excluded: patch conflict at frozen tip,
BargStudio/egbert,8e6e7951eed2a088c24bbb614b1900448773c15d,e66b8b6b6d7c39254ae60652f3d66a6c7d65d788,,Check changed paths:failure->success; Deploy core to Vultr:skipped->success,.github/workflows/deploy-cockpit.yml; .github/workflows/deploy-egbert.yml,19653893a362b939a0fbbd64384aa6f431b4d17283ebd8f80e17a6118f053263,direct,B1,Outside D1-D8
BargStudio/egbert,92365ab987fdb1210f87c4ef0da26f70e620d024,064e6d5aba064de598e46caf37561f8fe1b6e199,823,Artifact Verify:skipped->success; Capability matrix parity:skipped->success; CI Full passed:failure->success; Cockpit Build:skipped->success; Cockpit E2E:skipped->success; Cockpit Lint:skipped->success; Cockpit Typecheck:skipped->success; Detect changed paths:cancelled->success; Docs lint:skipped->success; Egbert Core:skipped->success; Egbert Core Audit:skipped->success; Egbert Core Mainline:skipped->success; Egbert Core Postgres:skipped->success; Equities Regression Gate:skipped->success; Fast lint:skipped->success; Mobile Audit:skipped->success; OANDA bare-var guard:skipped->success; Prepare sanitized Cowork-Claude review packet:skipped->success; Storage parity lint:skipped->success; Systemd unit verify:skipped->success; Type check:skipped->success; Walk-Forward Gate:skipped->success,.github/workflows/ci-full.yml; .github/workflows/test.yml,ec74ecb6cf6e58f1bc28ab6d7d9029edf0f17a18c948b73bec778288c6b93087,three-way,excluded: patch review found no causal defect for the named transition,
BargStudio/egbert,95e736379b497a00536d9d256531ac7c19ed9ff5,be828c1aa2b9b655c80241e7f2dc0323849d008d,,Check changed paths:skipped->success; Egbert Core:failure->success,.github/workflows/test.yml,9e75135062c2bea0dd60827c45313a8bde31489defbaf2c592d22a85c89a655c,conflict,excluded: patch conflict at frozen tip,
BargStudio/egbert,97aed6ae24c512b38b1102a47ba7e0c28182b8b5,41cfd8b988ea2d83ae4e692cef2024983f372477,,Build & Deploy Cockpit:skipped->success; Check changed paths:skipped->success; Deploy core to Vultr:skipped->success; Mobile Audit:failure->success,mobile/package.json,844ec2fa626c84bb6e874dae0c15385de784ddfeaa1ba41039294b9386d4ec39,conflict,excluded: patch conflict at frozen tip,
